1.3334e+07,0
1.334e+07,0
1.3347e+07,0
1.3353e+07,0
1.336e+07,0
1.3366e+07,0
1.3373e+07,0
1.3379e+07,0
1.3386e+07,0
1.3392e+07,0
1.3399e+07,0
1.3405e+07,0
1.3412e+07,0
1.3418e+07,0
1.3425e+07,0
1.3431e+07,0
1.3438e+07,0
1.3444e+07,0
1.3451e+07,0
1.3457e+07,0
1.3464e+07,0
1.347e+07,0
1.3477e+07,0
1.3483e+07,0
1.349e+07,0
1.3497e+07,0
1.3503e+07,0
1.351e+07,0
1.3516e+07,0
1.3523e+07,0
1.3529e+07,0
1.3536e+07,0
1.3542e+07,0
1.3549e+07,0
1.3555e+07,0
1.3562e+07,0
1.3568e+07,0
1.3575e+07,0
1.3581e+07,0
1.3588e+07,0
1.3594e+07,0
1.3601e+07,0
1.3607e+07,0
1.3614e+07,0
1.362e+07,0
1.3627e+07,0
1.3633e+07,0
1.364e+07,0
1.3646e+07,0
1.3653e+07,0
1.3659e+07,0
1.3666e+07,0
1.3672e+07,0
1.3679e+07,0
1.3685e+07,0
1.3692e+07,0
1.3698e+07,0
1.3705e+07,0
1.3711e+07,0
1.3718e+07,0
1.3724e+07,0
1.3731e+07,0
1.3737e+07,0
1.3744e+07,0
1.375e+07,0
1.3757e+07,0
1.3763e+07,0
1.377e+07,0
1.3776e+07,0
1.3783e+07,0
1.3789e+07,0
1.3796e+07,0
1.3802e+07,0
1.3809e+07,0
1.3816e+07,0
1.3822e+07,0
1.3829e+07,0
1.3835e+07,0
1.3842e+07,0
1.3848e+07,0
1.3855e+07,0
1.3861e+07,0
1.3868e+07,0
1.3874e+07,0
1.3881e+07,0
1.3887e+07,0
1.3894e+07,0
1.39e+07,0
1.3907e+07,0
1.3913e+07,0
1.392e+07,0
1.3926e+07,0
1.3933e+07,0
1.3939e+07,0
1.3946e+07,0
1.3952e+07,0
1.3959e+07,0
1.3965e+07,0
1.3972e+07,0
1.3978e+07,0
1.3985e+07,0
1.3991e+07,0
1.3998e+07,0
1.4004e+07,0
1.4011e+07,0
1.4017e+07,0
1.4024e+07,0
1.403e+07,0
1.4037e+07,0
1.4043e+07,0
1.405e+07,0
1.4056e+07,0
1.4063e+07,0
1.4069e+07,0
1.4076e+07,0
1.4082e+07,0
1.4089e+07,0
1.4095e+07,0
1.4102e+07,0
1.4108e+07,0
1.4115e+07,0
1.4121e+07,0
1.4128e+07,0
1.4134e+07,0
1.4141e+07,0
1.4148e+07,0
1.4154e+07,0
1.4161e+07,0
1.4167e+07,0
1.4174e+07,0
1.418e+07,0
1.4187e+07,0
1.4193e+07,0
1.42e+07,0
1.4206e+07,0
1.4213e+07,0
1.4219e+07,0
1.4226e+07,0
1.4232e+07,0
1.4239e+07,0
1.4245e+07,0
1.4252e+07,0
1.4258e+07,0
1.4265e+07,0
1.4271e+07,0
1.4278e+07,0
1.4284e+07,0
1.4291e+07,0
1.4297e+07,0
1.4304e+07,0
1.431e+07,0
1.4317e+07,0
1.4323e+07,0
1.433e+07,0
1.4336e+07,0
1.4343e+07,0
1.4349e+07,0
1.4356e+07,0
1.4362e+07,0
1.4369e+07,0
1.4375e+07,0
1.4382e+07,0
1.4388e+07,0
1.4395e+07,0
1.4401e+07,0
1.4408e+07,0
1.4414e+07,0
1.4421e+07,0
1.4427e+07,0
1.4434e+07,0
1.444e+07,0
1.4447e+07,0
1.4453e+07,0
1.446e+07,0
1.4466e+07,0
1.4473e+07,0
1.448e+07,0
1.4486e+07,0
1.4493e+07,0
1.4499e+07,0
1.4506e+07,0
1.4512e+07,0
1.4519e+07,0
1.4525e+07,0
1.4532e+07,0
1.4538e+07,0
1.4545e+07,0
1.4551e+07,0
1.4558e+07,0
1.4564e+07,0
1.4571e+07,0
1.4577e+07,0
1.4584e+07,0
1.459e+07,0
1.4597e+07,0
1.4603e+07,0
1.461e+07,0
1.4616e+07,0
1.4623e+07,0
1.4629e+07,0
1.4636e+07,0
1.4642e+07,0
1.4649e+07,0
1.4655e+07,0
1.4662e+07,0
1.4668e+07,0
1.4675e+07,0
1.4681e+07,0
1.4688e+07,0
1.4694e+07,0
1.4701e+07,0
1.4707e+07,0
1.4714e+07,0
1.472e+07,0
1.4727e+07,0
1.4733e+07,0
1.474e+07,0
1.4746e+07,0
1.4753e+07,0
1.4759e+07,0
1.4766e+07,0
1.4772e+07,0
1.4779e+07,0
1.4785e+07,0
1.4792e+07,0
1.4799e+07,0
1.4805e+07,0
1.4812e+07,0
1.4818e+07,0
1.4825e+07,0
1.4831e+07,0
1.4838e+07,0
1.4844e+07,0
1.4851e+07,0
1.4857e+07,0
1.4864e+07,0
1.487e+07,0
1.4877e+07,0
1.4883e+07,0
1.489e+07,0
1.4896e+07,0
1.4903e+07,0
1.4909e+07,0
1.4916e+07,0
1.4922e+07,0
1.4929e+07,0
1.4935e+07,0
1.4942e+07,0
1.4948e+07,0
1.4955e+07,0
1.4961e+07,0
1.4968e+07,56462+3.3562e+05i
1.4974e+07,85334+3.5299e+05i
1.4981e+07,97873+3.5805e+05i
1.4987e+07,93553+3.7831e+05i
1.4994e+07,1.3209e+05+3.57e+05i
1.5e+07,1.7763e+05+3.9041e+05i
1.5007e+07,1.3782e+05+3.7434e+05i
1.5013e+07,1.7937e+05+3.6968e+05i
1.502e+07,2.1677e+05+4.0711e+05i
1.5026e+07,2.4017e+05+4.1246e+05i
1.5033e+07,2.6232e+05+3.973e+05i
1.5039e+07,2.9486e+05+3.7768e+05i
1.5046e+07,3.1684e+05+4.1868e+05i
1.5052e+07,3.2739e+05+3.8726e+05i
1.5059e+07,4.0773e+05+3.9009e+05i
1.5065e+07,4.2047e+05+3.8033e+05i
1.5072e+07,4.5233e+05+3.6761e+05i
1.5078e+07,4.8248e+05+3.5252e+05i
1.5085e+07,5.2545e+05+3.3258e+05i
1.5091e+07,5.624e+05+3.5743e+05i
1.5098e+07,5.9943e+05+3.2002e+05i
1.5104e+07,6.3356e+05+2.83e+05i
1.5111e+07,6.5024e+05+2.3614e+05i
1.5118e+07,6.97e+05+1.8371e+05i
1.5124e+07,7.4196e+05+1.9038e+05i
1.5131e+07,7.6063e+05+1.4682e+05i
1.5137e+07,7.688e+05+94101i
1.5144e+07,8.2465e+05+42013i
1.515e+07,8.2996e+05-6149.8i
1.5157e+07,8.3878e+05-87245i
1.5163e+07,8.836e+05-1.0483e+05i
1.517e+07,8.7221e+05-1.824e+05i
1.5176e+07,9.0727e+05-2.4477e+05i
1.5183e+07,9.0065e+05-3.1551e+05i
1.5189e+07,8.8177e+05-4.1552e+05i
1.5196e+07,8.5872e+05-4.851e+05i
1.5202e+07,8.6707e+05-5.5761e+05i
1.5209e+07,8.2114e+05-6.2209e+05i
1.5215e+07,7.7256e+05-7.311e+05i
1.5222e+07,7.7014e+05-7.7757e+05i
1.5228e+07,6.9297e+05-8.5214e+05i
1.5235e+07,6.5808e+05-9.129e+05i
1.5241e+07,5.865e+05-9.6777e+05i
1.5248e+07,4.8394e+05-1.0522e+06i
1.5254e+07,3.7776e+05-1.1167e+06i
1.5261e+07,3.2416e+05-1.1584e+06i
1.5267e+07,1.8769e+05-1.1516e+06i
1.5274e+07,98087-1.2125e+06i
1.528e+07,-15332-1.2002e+06i
1.5287e+07,-1.7375e+05-1.1949e+06i
1.5293e+07,-2.4366e+05-1.2125e+06i
1.53e+07,-3.5214e+05-1.198e+06i
1.5306e+07,-4.8122e+05-1.1339e+06i
1.5313e+07,-6.1095e+05-1.0683e+06i
1.5319e+07,-6.9167e+05-1.029e+06i
1.5326e+07,-8.1971e+05-9.0559e+05i
1.5332e+07,-9.3286e+05-8.4701e+05i
1.5339e+07,-1.017e+06-6.9933e+05i
1.5345e+07,-1.072e+06-5.5867e+05i
1.5352e+07,-1.1051e+06-4.5319e+05i
1.5358e+07,-1.1785e+06-3.0325e+05i
1.5365e+07,-1.1722e+06-1.4987e+05i
1.5371e+07,-1.1872e+06-26020i
1.5378e+07,-1.1277e+06+1.662e+05i
1.5384e+07,-1.1006e+06+3.1008e+05i
1.5391e+07,-1.0264e+06+4.5575e+05i
1.5397e+07,-8.7973e+05+6.24e+05i
1.5404e+07,-8.0954e+05+7.2276e+05i
1.541e+07,-6.9312e+05+8.3967e+05i
1.5417e+07,-5.2139e+05+9.2948e+05i
1.5423e+07,-3.445e+05+9.6139e+05i
1.543e+07,-2.2564e+05+9.9623e+05i
1.5436e+07,-26379+9.6457e+05i
1.5443e+07,1.8906e+05+9.8502e+05i
1.545e+07,3.546e+05+9.009e+05i
1.5456e+07,5.1382e+05+8.2095e+05i
1.5463e+07,6.5532e+05+7.2731e+05i
1.5469e+07,7.8948e+05+5.9137e+05i
1.5476e+07,8.7823e+05+4.0252e+05i
1.5482e+07,1.0214e+06+2.3329e+05i
1.5489e+07,1.0142e+06+56939i
1.5495e+07,9.888e+05-1.8957e+05i
1.5502e+07,9.8834e+05-3.5013e+05i
1.5508e+07,9.4049e+05-5.7697e+05i
1.5515e+07,8.1429e+05-7.3909e+05i
1.5521e+07,6.8592e+05-8.7167e+05i
1.5528e+07,5.2824e+05-1.0347e+06i
1.5534e+07,2.4178e+05-1.1293e+06i
1.5541e+07,1.327e+05-1.2089e+06i
1.5547e+07,-1.0654e+05-1.1531e+06i
1.5554e+07,-3.1545e+05-1.148e+06i
1.556e+07,-5.4712e+05-1.0765e+06i
1.5567e+07,-7.8102e+05-9.4768e+05i
1.5573e+07,-9.3917e+05-7.9412e+05i
1.558e+07,-1.0698e+06-6.3401e+05i
1.5586e+07,-1.1291e+06-3.6751e+05i
1.5593e+07,-1.2161e+06-1.4805e+05i
1.5599e+07,-1.1863e+06+1.0411e+05i
1.5606e+07,-1.1415e+06+3.4462e+05i
1.5612e+07,-1.011e+06+5.5518e+05i
1.5619e+07,-8.4825e+05+7.567e+05i
1.5625e+07,-6.7872e+05+8.9815e+05i
1.5632e+07,-4.2306e+05+1.0386e+06i
1.5638e+07,-1.5518e+05+1.06e+06i
1.5645e+07,85212+1.0492e+06i
1.5651e+07,2.9228e+05+9.7378e+05i
1.5658e+07,5.8117e+05+8.375e+05i
1.5664e+07,7.6767e+05+6.9019e+05i
1.5671e+07,9.1622e+05+4.6969e+05i
